Bronx,Cohabiting.household,ChildrenUnder18
Bronx,Cohabiting.household,ChildrenUnder18
Bronx,Cohabiting.household,ChildrenUnder18
Bronx,Cohabiting.household,ChildrenUnder18
Bronx,Cohabiting.household,ChildrenUnder18
Bronx,Cohabiting.household,ChildrenUnder18
Bronx,Cohabiting.household,ChildrenUnder18
Bronx,Cohabiting.household,ChildrenUnder18
Bronx,Cohabiting.household,ChildrenUnder18
Bronx,Cohabiting.household,ChildrenUnder18
Bronx,Cohabiting.household,ChildrenUnder18
Bronx,Cohabiting.household,ChildrenUnder18
Bronx,Cohabiting.household,ChildrenUnder18
Bronx,Cohabiting.household,ChildrenUnder18
Bronx,Cohabiting.household,ChildrenUnder18
Kings,Cohabiting.household,ChildrenUnder18
Kings,Cohabiting.household,ChildrenUnder18
Kings,Cohabiting.household,ChildrenUnder18
Kings,Cohabiting.household,ChildrenUnder18
Kings,Cohabiting.household,ChildrenUnder18
Kings,Cohabiting.household,ChildrenUnder18
Kings,Cohabiting.household,ChildrenUnder18
Kings,Cohabiting.household,ChildrenUnder18
Kings,Cohabiting.household,ChildrenUnder18
Kings,Cohabiting.household,ChildrenUnder18
Kings,Cohabiting.household,ChildrenUnder18
Kings,Cohabiting.household,ChildrenUnder18
Kings,Cohabiting.household,ChildrenUnder18
Kings,Cohabiting.household,ChildrenUnder18
Kings,Cohabiting.household,ChildrenUnder18
Kings,Cohabiting.household,ChildrenUnder18
Nassau,Cohabiting.household,ChildrenUnder18
Nassau,Cohabiting.household,ChildrenUnder18
Nassau,Cohabiting.household,ChildrenUnder18
Nassau,Cohabiting.household,ChildrenUnder18
Nassau,Cohabiting.household,ChildrenUnder18
NewYork,Cohabiting.household,ChildrenUnder18
NewYork,Cohabiting.household,ChildrenUnder18
NewYork,Cohabiting.household,ChildrenUnder18
NewYork,Cohabiting.household,ChildrenUnder18
NewYork,Cohabiting.household,ChildrenUnder18
Queens,Cohabiting.household,ChildrenUnder18
Queens,Cohabiting.household,ChildrenUnder18
Queens,Cohabiting.household,ChildrenUnder18
Queens,Cohabiting.household,ChildrenUnder18
Queens,Cohabiting.household,ChildrenUnder18
Queens,Cohabiting.household,ChildrenUnder18
Queens,Cohabiting.household,ChildrenUnder18
Queens,Cohabiting.household,ChildrenUnder18
Queens,Cohabiting.household,ChildrenUnder18
Queens,Cohabiting.household,ChildrenUnder18
Queens,Cohabiting.household,ChildrenUnder18
Suffolk,Cohabiting.household,ChildrenUnder18
Suffolk,Cohabiting.household,ChildrenUnder18
Suffolk,Cohabiting.household,ChildrenUnder18
Suffolk,Cohabiting.household,ChildrenUnder18
Suffolk,Cohabiting.household,ChildrenUnder18
Suffolk,Cohabiting.household,ChildrenUnder18
Suffolk,Cohabiting.household,ChildrenUnder18
Suffolk,Cohabiting.household,ChildrenUnder18
Suffolk,Cohabiting.household,ChildrenUnder18
Bronx,MaleHouseholder,NoPartner
Bronx,MaleHouseholder,NoPartner
Bronx,MaleHouseholder,NoPartner
Bronx,MaleHouseholder,NoPartner
Bronx,MaleHouseholder,NoPartner
Bronx,MaleHouseholder,NoPartner
Bronx,MaleHouseholder,NoPartner
Bronx,MaleHouseholder,NoPartner
Bronx,MaleHouseholder,NoPartner
Bronx,MaleHouseholder,NoPartner
Bronx,MaleHouseholder,NoPartner
Bronx,MaleHouseholder,NoPartner
Bronx,MaleHouseholder,NoPartner
Bronx,MaleHouseholder,NoPartner
Bronx,MaleHouseholder,NoPartner
Bronx,MaleHouseholder,NoPartner
Bronx,MaleHouseholder,NoPartner
Bronx,MaleHouseholder,NoPartner
Bronx,MaleHouseholder,NoPartner
Bronx,MaleHouseholder,NoPartner
Bronx,MaleHouseholder,NoPartner
Bronx,MaleHouseholder,NoPartner
Bronx,MaleHouseholder,NoPartner
Bronx,MaleHouseholder,NoPartner
Bronx,MaleHouseholder,NoPartner
Bronx,MaleHouseholder,NoPartner
Bronx,MaleHouseholder,NoPartner
Bronx,MaleHouseholder,NoPartner
Bronx,MaleHouseholder,NoPartner
Bronx,MaleHouseholder,NoPartner
Bronx,MaleHouseholder,NoPartner
Bronx,MaleHouseholder,NoPartner
Bronx,MaleHouseholder,NoPartner
Bronx,MaleHouseholder,NoPartner
Bronx,MaleHouseholder,NoPartner
Bronx,MaleHouseholder,NoPartner
Bronx,MaleHouseholder,NoPartner
Bronx,MaleHouseholder,NoPartner
Bronx,MaleHouseholder,NoPartner
Bronx,MaleHouseholder,NoPartner
Bronx,MaleHouseholder,NoPartner
Bronx,MaleHouseholder,NoPartner
Bronx,MaleHouseholder,NoPartner
Bronx,MaleHouseholder,NoPartner
Bronx,MaleHouseholder,NoPartner
Bronx,MaleHouseholder,NoPartner
Bronx,MaleHouseholder,NoPartner
Bronx,MaleHouseholder,NoPartner
Bronx,MaleHouseholder,NoPartner
Bronx,MaleHouseholder,NoPartner
Bronx,MaleHouseholder,NoPartner
Bronx,MaleHouseholder,NoPartner
Bronx,MaleHouseholder,NoPartner
Bronx,MaleHouseholder,NoPartner
Bronx,MaleHouseholder,NoPartner
Bronx,MaleHouseholder,NoPartner
Bronx,MaleHouseholder,NoPartner
Bronx,MaleHouseholder,NoPartner
Bronx,MaleHouseholder,NoPartner
Bronx,MaleHouseholder,NoPartner
Bronx,MaleHouseholder,NoPartner
Bronx,MaleHouseholder,NoPartner
Bronx,MaleHouseholder,NoPartner
Bronx,MaleHouseholder,NoPartner
Bronx,MaleHouseholder,NoPartner
Bronx,MaleHouseholder,NoPartner
Bronx,MaleHouseholder,NoPartner
Bronx,MaleHouseholder,NoPartner
Bronx,MaleHouseholder,NoPartner
Bronx,MaleHouseholder,NoPartner
Bronx,MaleHouseholder,NoPartner
Bronx,MaleHouseholder,NoPartner
Bronx,MaleHouseholder,NoPartner
Bronx,MaleHouseholder,NoPartner
Bronx,MaleHouseholder,NoPartner
Bronx,MaleHouseholder,NoPartner
Bronx,MaleHouseholder,NoPartner
Bronx,MaleHouseholder,NoPartner
